Match Number,Round Number,Date,Location,Home Team,Away Team,Home Score,Away Score,Result
248,5,20-11-2018 18:00,Amway Center,Orlando Magic,Toronto Raptors,91,93,Toronto Raptors
249,5,20-11-2018 18:00,Capital One Arena,Washington Wizards,LA Clippers,125,118,Washington Wizards
250,5,20-11-2018 18:30,AmericanAirlines Arena,Miami Heat,Brooklyn Nets,92,104,Brooklyn Nets
251,5,20-11-2018 18:30,Madison Square Garden,New York Knicks,Portland Trail Blazers,114,118,Portland Trail Blazers
252,5,21-11-2018 18:00,Spectrum Center,Charlotte Hornets,Indiana Pacers,127,109,Charlotte Hornets
253,5,21-11-2018 18:00,Wells Fargo Center,Philadelphia 76ers,New Orleans Pelicans,121,120,Philadelphia 76ers
254,5,21-11-2018 18:30,State Farm Arena,Atlanta Hawks,Toronto Raptors,108,124,Toronto Raptors
255,5,21-11-2018 18:30,TD Garden,Boston Celtics,New York Knicks,109,117,New York Knicks
256,5,21-11-2018 19:00,Quicken Loans Arena,Cleveland Cavaliers,Los Angeles Lakers,105,109,Los Angeles Lakers
257,5,21-11-2018 19:00,United Center,Chicago Bulls,Phoenix Suns,124,116,Chicago Bulls
258,5,21-11-2018 19:00,Toyota Center,Houston Rockets,Detroit Pistons,126,124,Houston Rockets
259,5,21-11-2018 19:00,Fiserv Forum,Milwaukee Bucks,Portland Trail Blazers,143,100,Milwaukee Bucks
260,5,21-11-2018 19:00,Target Center,Minnesota Timberwolves,Denver Nuggets,101,103,Denver Nuggets
261,5,21-11-2018 19:30,American Airlines Center,Dallas Mavericks,Brooklyn Nets,119,113,Dallas Mavericks
262,5,21-11-2018 19:30,AT+ACY-T Center,San Antonio Spurs,Memphis Grizzlies,103,104,Memphis Grizzlies
263,5,21-11-2018 20:00,Vivint Smart Home Arena,Utah Jazz,Sacramento Kings,110,119,Sacramento Kings
264,5,21-11-2018 21:30,ORACLE Arena,Golden State Warriors,Oklahoma City Thunder,95,123,Oklahoma City Thunder
265,6,23-11-2018 11:00,Barclays Center,Brooklyn Nets,Minnesota Timberwolves,102,112,Minnesota Timberwolves
266,6,23-11-2018 14:30,Staples Center,LA Clippers,Memphis Grizzlies,112,107,LA Clippers
267,6,23-11-2018 18:00,Little Caesars Arena,Detroit Pistons,Houston Rockets,116,111,Detroit Pistons
268,6,23-11-2018 18:30,State Farm Arena,Atlanta Hawks,Boston Celtics,96,114,Boston Celtics
269,6,23-11-2018 18:30,Madison Square Garden,New York Knicks,New Orleans Pelicans,114,109,New York Knicks
270,6,23-11-2018 18:30,Wells Fargo Center,Philadelphia 76ers,Cleveland Cavaliers,112,121,Cleveland Cavaliers
271,6,23-11-2018 18:30,Scotiabank Arena,Toronto Raptors,Washington Wizards,125,107,Toronto Raptors
272,6,23-11-2018 19:00,Bankers Life Fieldhouse,Indiana Pacers,San Antonio Spurs,100,111,San Antonio Spurs
273,6,23-11-2018 19:00,United Center,Chicago Bulls,Miami Heat,96,103,Miami Heat
274,6,23-11-2018 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Charlotte Hornets,109,104,Oklahoma City Thunder
275,6,23-11-2018 19:30,Fiserv Forum,Milwaukee Bucks,Phoenix Suns,114,116,Phoenix Suns
276,6,23-11-2018 20:00,Pepsi Center,Denver Nuggets,Orlando Magic,112,87,Denver Nuggets
277,6,23-11-2018 21:30,ORACLE Arena,Golden State Warriors,Portland Trail Blazers,125,97,Golden State Warriors
278,6,23-11-2018 21:30,Staples Center,Los Angeles Lakers,Utah Jazz,90,83,Los Angeles Lakers
279,6,24-11-2018 18:30,Quicken Loans Arena,Cleveland Cavaliers,Houston Rockets,117,108,Cleveland Cavaliers
280,6,24-11-2018 19:00,Capital One Arena,Washington Wizards,New Orleans Pelicans,124,114,Washington Wizards
281,6,24-11-2018 19:00,Target Center,Minnesota Timberwolves,Chicago Bulls,111,96,Minnesota Timberwolves
282,6,24-11-2018 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Denver Nuggets,98,105,Denver Nuggets
283,6,24-11-2018 19:30,American Airlines Center,Dallas Mavericks,Boston Celtics,113,104,Dallas Mavericks
284,6,24-11-2018 19:30,Fiserv Forum,Milwaukee Bucks,San Antonio Spurs,135,129,Milwaukee Bucks
285,6,24-11-2018 19:30,ORACLE Arena,Golden State Warriors,Sacramento Kings,117,116,Golden State Warriors
286,6,25-11-2018 14:30,Staples Center,Los Angeles Lakers,Orlando Magic,104,108,Orlando Magic
287,6,25-11-2018 15:00,Little Caesars Arena,Detroit Pistons,Phoenix Suns,118,107,Detroit Pistons
288,6,25-11-2018 17:00,State Farm Arena,Atlanta Hawks,Charlotte Hornets,124,123,Atlanta Hawks
289,6,25-11-2018 17:00,Barclays Center,Brooklyn Nets,Philadelphia 76ers,125,127,Philadelphia 76ers
290,6,25-11-2018 17:00,Scotiabank Arena,Toronto Raptors,Miami Heat,125,115,Toronto Raptors
291,6,25-11-2018 17:00,FedExForum,Memphis Grizzlies,New York Knicks,98,103,New York Knicks
292,6,25-11-2018 19:00,Golden 1 Center,Sacramento Kings,Utah Jazz,112,133,Utah Jazz
293,6,25-11-2018 20:00,Moda Center,Portland Trail Blazers,LA Clippers,100,104,LA Clippers
294,6,26-11-2018 18:00,Spectrum Center,Charlotte Hornets,Milwaukee Bucks,110,107,Charlotte Hornets
295,6,26-11-2018 18:00,Quicken Loans Arena,Cleveland Cavaliers,Minnesota Timberwolves,95,102,Minnesota Timberwolves
296,6,26-11-2018 18:00,Capital One Arena,Washington Wizards,Houston Rockets,135,131,Washington Wizards
297,6,26-11-2018 19:00,United Center,Chicago Bulls,San Antonio Spurs,107,108,San Antonio Spurs
298,6,26-11-2018 19:00,Smoothie King Center,New Orleans Pelicans,Boston Celtics,107,124,Boston Celtics
299,6,26-11-2018 20:00,Vivint Smart Home Arena,Utah Jazz,Indiana Pacers,88,121,Indiana Pacers
300,6,26-11-2018 21:30,ORACLE Arena,Golden State Warriors,Orlando Magic,116,110,Golden State Warriors
301,6,27-11-2018 18:00,Little Caesars Arena,Detroit Pistons,New York Knicks,115,108,Detroit Pistons
302,6,27-11-2018 18:30,AmericanAirlines Arena,Miami Heat,Atlanta Hawks,113,115,Atlanta Hawks
303,6,27-11-2018 19:00,FedExForum,Memphis Grizzlies,Toronto Raptors,114,122,Toronto Raptors
304,6,27-11-2018 20:00,Pepsi Center,Denver Nuggets,Los Angeles Lakers,117,85,Denver Nuggets
305,6,27-11-2018 20:00,Talking Stick Resort Arena,Phoenix Suns,Indiana Pacers,104,109,Indiana Pacers
306,6,28-11-2018 18:00,Spectrum Center,Charlotte Hornets,Atlanta Hawks,108,94,Charlotte Hornets
307,6,28-11-2018 18:00,Wells Fargo Center,Philadelphia 76ers,New York Knicks,117,91,Philadelphia 76ers
308,6,28-11-2018 18:30,Barclays Center,Brooklyn Nets,Utah Jazz,91,101,Utah Jazz
309,6,28-11-2018 19:00,Toyota Center,Houston Rockets,Dallas Mavericks,108,128,Dallas Mavericks
310,6,28-11-2018 19:00,Fiserv Forum,Milwaukee Bucks,Chicago Bulls,116,113,Milwaukee Bucks
311,6,28-11-2018 19:00,Target Center,Minnesota Timberwolves,San Antonio Spurs,128,89,Minnesota Timberwolves
312,6,28-11-2018 19:00,Smoothie King Center,New Orleans Pelicans,Washington Wizards,125,104,New Orleans Pelicans
313,6,28-11-2018 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Cleveland Cavaliers,100,83,Oklahoma City Thunder
314,6,28-11-2018 21:00,Moda Center,Portland Trail Blazers,Orlando Magic,115,112,Portland Trail Blazers
315,6,28-11-2018 21:30,Staples Center,LA Clippers,Phoenix Suns,115,99,LA Clippers
316,7,29-11-2018 19:00,Scotiabank Arena,Toronto Raptors,Golden State Warriors,131,128,Toronto Raptors
317,7,29-11-2018 21:30,Staples Center,Los Angeles Lakers,Indiana Pacers,104,96,Los Angeles Lakers
318,7,29-11-2018 21:30,Golden 1 Center,Sacramento Kings,LA Clippers,121,133,LA Clippers
319,7,30-11-2018 18:00,TD Garden,Boston Celtics,Cleveland Cavaliers,128,95,Boston Celtics
320,7,30-11-2018 18:00,Spectrum Center,Charlotte Hornets,Utah Jazz,111,119,Utah Jazz
321,7,30-11-2018 18:00,Little Caesars Arena,Detroit Pistons,Chicago Bulls,107,88,Detroit Pistons
322,7,30-11-2018 18:00,Wells Fargo Center,Philadelphia 76ers,Washington Wizards,123,98,Philadelphia 76ers
323,7,30-11-2018 18:30,Barclays Center,Brooklyn Nets,Memphis Grizzlies,125,131,Memphis Grizzlies
324,7,30-11-2018 19:00,AmericanAirlines Arena,Miami Heat,New Orleans Pelicans,106,101,Miami Heat
325,7,30-11-2018 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Atlanta Hawks,124,109,Oklahoma City Thunder
326,7,30-11-2018 19:00,AT+ACY-T Center,San Antonio Spurs,Houston Rockets,105,136,Houston Rockets
327,7,30-11-2018 20:00,Talking Stick Resort Arena,Phoenix Suns,Orlando Magic,85,99,Orlando Magic
328,7,30-11-2018 21:30,Staples Center,Los Angeles Lakers,Dallas Mavericks,114,103,Los Angeles Lakers
329,7,30-11-2018 21:30,Moda Center,Portland Trail Blazers,Denver Nuggets,112,113,Denver Nuggets
330,7,01-12-2018 16:00,Madison Square Garden,New York Knicks,Milwaukee Bucks,136,134,New York Knicks
331,7,01-12-2018 18:00,Little Caesars Arena,Detroit Pistons,Golden State Warriors,111,102,Detroit Pistons
332,7,01-12-2018 18:00,Capital One Arena,Washington Wizards,Brooklyn Nets,102,88,Washington Wizards
333,7,01-12-2018 19:00,Quicken Loans Arena,Cleveland Cavaliers,Toronto Raptors,95,106,Toronto Raptors
334,7,01-12-2018 19:00,Toyota Center,Houston Rockets,Chicago Bulls,121,105,Houston Rockets
335,7,01-12-2018 19:00,Target Center,Minnesota Timberwolves,Boston Celtics,109,118,Boston Celtics
336,7,01-12-2018 21:00,Golden 1 Center,Sacramento Kings,Indiana Pacers,111,110,Sacramento Kings
337,7,02-12-2018 14:30,Staples Center,Los Angeles Lakers,Phoenix Suns,120,96,Los Angeles Lakers
338,7,02-12-2018 16:00,Spectrum Center,Charlotte Hornets,New Orleans Pelicans,109,119,New Orleans Pelicans
339,7,02-12-2018 17:00,AmericanAirlines Arena,Miami Heat,Utah Jazz,102,100,Miami Heat
340,7,02-12-2018 17:00,Wells Fargo Center,Philadelphia 76ers,Memphis Grizzlies,103,95,Philadelphia 76ers
341,7,02-12-2018 18:00,American Airlines Center,Dallas Mavericks,LA Clippers,114,110,Dallas Mavericks
342,7,02-12-2018 18:00,AT+ACY-T Center,San Antonio Spurs,Portland Trail Blazers,131,118,San Antonio Spurs
343,7,03-12-2018 18:00,Little Caesars Arena,Detroit Pistons,Oklahoma City Thunder,83,110,Oklahoma City Thunder
344,7,03-12-2018 18:30,State Farm Arena,Atlanta Hawks,Golden State Warriors,111,128,Golden State Warriors
345,7,03-12-2018 18:30,Barclays Center,Brooklyn Nets,Cleveland Cavaliers,97,99,Cleveland Cavaliers
346,7,03-12-2018 18:30,Madison Square Garden,New York Knicks,Washington Wizards,107,110,Washington Wizards
347,7,03-12-2018 18:30,Scotiabank Arena,Toronto Raptors,Denver Nuggets,103,106,Denver Nuggets
348,7,03-12-2018 19:00,Target Center,Minnesota Timberwolves,Houston Rockets,103,91,Minnesota Timberwolves
349,7,03-12-2018 19:00,Smoothie King Center,New Orleans Pelicans,LA Clippers,126,129,LA Clippers
350,7,04-12-2018 18:00,Bankers Life Fieldhouse,Indiana Pacers,Chicago Bulls,96,90,Indiana Pacers
351,7,04-12-2018 18:30,AmericanAirlines Arena,Miami Heat,Orlando Magic,90,105,Orlando Magic
352,7,04-12-2018 19:30,American Airlines Center,Dallas Mavericks,Portland Trail Blazers,111,102,Dallas Mavericks
353,7,04-12-2018 20:00,Talking Stick Resort Arena,Phoenix Suns,Sacramento Kings,105,122,Sacramento Kings
354,7,04-12-2018 20:00,Vivint Smart Home Arena,Utah Jazz,San Antonio Spurs,139,105,Utah Jazz
355,7,05-12-2018 18:00,Quicken Loans Arena,Cleveland Cavaliers,Golden State Warriors,105,129,Golden State Warriors
356,7,05-12-2018 18:00,Amway Center,Orlando Magic,Denver Nuggets,118,124,Denver Nuggets
357,7,05-12-2018 18:30,State Farm Arena,Atlanta Hawks,Washington Wizards,117,131,Washington Wizards
358,7,05-12-2018 18:30,Barclays Center,Brooklyn Nets,Oklahoma City Thunder,112,114,Oklahoma City Thunder
359,7,05-12-2018 19:00,Scotiabank Arena,Toronto Raptors,Philadelphia 76ers,113,102,Toronto Raptors
360,7,05-12-2018 19:00,FedExForum,Memphis Grizzlies,LA Clippers,96,86,Memphis Grizzlies
361,7,05-12-2018 19:00,Fiserv Forum,Milwaukee Bucks,Detroit Pistons,115,92,Milwaukee Bucks
362,7,05-12-2018 19:00,Target Center,Minnesota Timberwolves,Charlotte Hornets,121,104,Minnesota Timberwolves
363,7,05-12-2018 19:00,Smoothie King Center,New Orleans Pelicans,Dallas Mavericks,132,106,New Orleans Pelicans
364,7,05-12-2018 21:30,Staples Center,Los Angeles Lakers,San Antonio Spurs,121,113,Los Angeles Lakers
365,8,06-12-2018 19:00,TD Garden,Boston Celtics,New York Knicks,128,100,Boston Celtics
366,8,06-12-2018 21:00,Moda Center,Portland Trail Blazers,Phoenix Suns,108,86,Portland Trail Blazers
367,8,06-12-2018 21:30,Vivint Smart Home Arena,Utah Jazz,Houston Rockets,118,91,Utah Jazz
368,8,07-12-2018 18:00,Spectrum Center,Charlotte Hornets,Denver Nuggets,113,107,Charlotte Hornets
369,8,07-12-2018 18:00,Little Caesars Arena,Detroit Pistons,Philadelphia 76ers,111,117,Philadelphia 76ers
370,8,07-12-2018 18:00,Amway Center,Orlando Magic,Indiana Pacers,90,112,Indiana Pacers
371,8,07-12-2018 18:30,Barclays Center,Brooklyn Nets,Toronto Raptors,106,105,Brooklyn Nets
372,8,07-12-2018 18:30,Quicken Loans Arena,Cleveland Cavaliers,Sacramento Kings,110,129,Sacramento Kings
373,8,07-12-2018 19:00,United Center,Chicago Bulls,Oklahoma City Thunder,114,112,Chicago Bulls
374,8,07-12-2018 19:00,Smoothie King Center,New Orleans Pelicans,Memphis Grizzlies,103,107,Memphis Grizzlies
375,8,07-12-2018 19:30,AT+ACY-T Center,San Antonio Spurs,Los Angeles Lakers,133,120,San Antonio Spurs
376,8,07-12-2018 20:00,Talking Stick Resort Arena,Phoenix Suns,Miami Heat,98,115,Miami Heat
377,8,07-12-2018 20:30,Fiserv Forum,Milwaukee Bucks,Golden State Warriors,95,105,Golden State Warriors
378,8,08-12-2018 17:00,American Airlines Center,Dallas Mavericks,Houston Rockets,107,104,Dallas Mavericks
379,8,08-12-2018 18:00,Bankers Life Fieldhouse,Indiana Pacers,Sacramento Kings,107,97,Indiana Pacers
380,8,08-12-2018 18:30,State Farm Arena,Atlanta Hawks,Denver Nuggets,106,98,Atlanta Hawks
381,8,08-12-2018 18:30,Quicken Loans Arena,Cleveland Cavaliers,Washington Wizards,116,101,Cleveland Cavaliers
382,8,08-12-2018 18:30,Madison Square Garden,New York Knicks,Brooklyn Nets,104,112,Brooklyn Nets
383,8,08-12-2018 19:00,United Center,Chicago Bulls,Boston Celtics,77,133,Boston Celtics
384,8,08-12-2018 19:00,FedExForum,Memphis Grizzlies,Los Angeles Lakers,88,111,Los Angeles Lakers
385,8,08-12-2018 21:00,Moda Center,Portland Trail Blazers,Minnesota Timberwolves,113,105,Portland Trail Blazers
386,8,08-12-2018 21:30,Staples Center,LA Clippers,Miami Heat,98,121,Miami Heat
387,8,09-12-2018 14:30,Little Caesars Arena,Detroit Pistons,New Orleans Pelicans,108,116,New Orleans Pelicans
388,8,09-12-2018 17:00,Scotiabank Arena,Toronto Raptors,Milwaukee Bucks,99,104,Milwaukee Bucks
389,8,09-12-2018 18:00,AT+ACY-T Center,San Antonio Spurs,Utah Jazz,110,97,San Antonio Spurs
390,8,09-12-2018 18:30,Madison Square Garden,New York Knicks,Charlotte Hornets,107,119,Charlotte Hornets
391,8,10-12-2018 18:00,Bankers Life Fieldhouse,Indiana Pacers,Washington Wizards,109,101,Indiana Pacers
392,8,10-12-2018 18:00,Wells Fargo Center,Philadelphia 76ers,Detroit Pistons,116,102,Philadelphia 76ers
393,8,10-12-2018 18:30,TD Garden,Boston Celtics,New Orleans Pelicans,113,100,Boston Celtics
394,8,10-12-2018 19:00,United Center,Chicago Bulls,Sacramento Kings,89,108,Sacramento Kings
395,8,10-12-2018 19:00,Fiserv Forum,Milwaukee Bucks,Cleveland Cavaliers,108,92,Milwaukee Bucks
396,8,10-12-2018 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Utah Jazz,122,113,Oklahoma City Thunder
397,8,10-12-2018 19:30,American Airlines Center,Dallas Mavericks,Orlando Magic,101,76,Dallas Mavericks
398,8,10-12-2018 20:00,Pepsi Center,Denver Nuggets,Memphis Grizzlies,105,99,Denver Nuggets
399,8,10-12-2018 20:00,Talking Stick Resort Arena,Phoenix Suns,LA Clippers,119,123,LA Clippers
400,8,10-12-2018 21:30,ORACLE Arena,Golden State Warriors,Minnesota Timberwolves,116,108,Golden State Warriors
401,8,10-12-2018 21:30,Staples Center,Los Angeles Lakers,Miami Heat,108,105,Los Angeles Lakers
402,8,11-12-2018 19:00,Toyota Center,Houston Rockets,Portland Trail Blazers,111,103,Houston Rockets
403,8,11-12-2018 19:30,AT+ACY-T Center,San Antonio Spurs,Phoenix Suns,111,86,San Antonio Spurs
404,8,11-12-2018 21:30,Staples Center,LA Clippers,Toronto Raptors,99,123,Toronto Raptors
405,8,12-12-2018 18:00,Spectrum Center,Charlotte Hornets,Detroit Pistons,108,107,Charlotte Hornets
406,8,12-12-2018 18:00,Quicken Loans Arena,Cleveland Cavaliers,New York Knicks,113,106,Cleveland Cavaliers
407,8,12-12-2018 18:00,Bankers Life Fieldhouse,Indiana Pacers,Milwaukee Bucks,113,97,Indiana Pacers
408,8,12-12-2018 18:00,Wells Fargo Center,Philadelphia 76ers,Brooklyn Nets,124,127,Brooklyn Nets
409,8,12-12-2018 18:00,Capital One Arena,Washington Wizards,Boston Celtics,125,130,Boston Celtics
410,8,12-12-2018 19:00,FedExForum,Memphis Grizzlies,Portland Trail Blazers,92,83,Memphis Grizzlies
411,8,12-12-2018 19:00,Smoothie King Center,New Orleans Pelicans,Oklahoma City Thunder,118,114,New Orleans Pelicans
412,8,12-12-2018 19:30,American Airlines Center,Dallas Mavericks,Atlanta Hawks,114,107,Dallas Mavericks
413,8,12-12-2018 20:00,Vivint Smart Home Arena,Utah Jazz,Miami Heat,111,84,Utah Jazz
414,8,12-12-2018 21:00,Golden 1 Center,Sacramento Kings,Minnesota Timberwolves,141,130,Sacramento Kings
415,8,12-12-2018 21:30,ORACLE Arena,Golden State Warriors,Toronto Raptors,93,113,Toronto Raptors
416,9,13-12-2018 19:00,Toyota Center,Houston Rockets,Los Angeles Lakers,126,111,Houston Rockets
417,9,13-12-2018 19:30,AT+ACY-T Center,San Antonio Spurs,LA Clippers,125,87,San Antonio Spurs
418,9,13-12-2018 20:30,Arena Ciudad de Mexico,Orlando Magic,Chicago Bulls,97,91,Orlando Magic
419,9,13-12-2018 21:30,Talking Stick Resort Arena,Phoenix Suns,Dallas Mavericks,99,89,Phoenix Suns
420,9,14-12-2018 18:00,TD Garden,Boston Celtics,Atlanta Hawks,129,108,Boston Celtics
421,9,14-12-2018 18:00,Spectrum Center,Charlotte Hornets,New York Knicks,124,126,New York Knicks
422,9,14-12-2018 18:30,Barclays Center,Brooklyn Nets,Washington Wizards,125,118,Brooklyn Nets
423,9,14-12-2018 18:30,Quicken Loans Arena,Cleveland Cavaliers,Milwaukee Bucks,102,114,Milwaukee Bucks
424,9,14-12-2018 18:30,Wells Fargo Center,Philadelphia 76ers,Indiana Pacers,101,113,Indiana Pacers
425,9,14-12-2018 19:00,FedExForum,Memphis Grizzlies,Miami Heat,97,100,Miami Heat
426,9,14-12-2018 21:00,Pepsi Center,Denver Nuggets,Oklahoma City Thunder,109,98,Denver Nuggets
427,9,14-12-2018 21:00,Moda Center,Portland Trail Blazers,Toronto Raptors,128,122,Portland Trail Blazers
428,9,14-12-2018 21:00,Golden 1 Center,Sacramento Kings,Golden State Warriors,125,130,Golden State Warriors
429,9,15-12-2018 16:00,Arena Ciudad de Mexico,Orlando Magic,Utah Jazz,96,89,Orlando Magic
430,9,15-12-2018 18:00,Spectrum Center,Charlotte Hornets,Los Angeles Lakers,100,128,Los Angeles Lakers
431,9,15-12-2018 18:00,Little Caesars Arena,Detroit Pistons,Boston Celtics,113,104,Detroit Pistons
432,9,15-12-2018 19:00,FedExForum,Memphis Grizzlies,Houston Rockets,97,105,Houston Rockets
433,9,15-12-2018 19:30,AT+ACY-T Center,San Antonio Spurs,Chicago Bulls,93,98,Chicago Bulls
434,9,15-12-2018 20:00,Chesapeake Energy Arena,Oklahoma City Thunder,LA Clippers,110,104,Oklahoma City Thunder
435,9,15-12-2018 20:00,Talking Stick Resort Arena,Phoenix Suns,Minnesota Timberwolves,107,99,Phoenix Suns
436,9,16-12-2018 14:00,Barclays Center,Brooklyn Nets,Atlanta Hawks,144,127,Brooklyn Nets
437,9,16-12-2018 14:30,Quicken Loans Arena,Cleveland Cavaliers,Philadelphia 76ers,105,128,Philadelphia 76ers
438,9,16-12-2018 16:00,Bankers Life Fieldhouse,Indiana Pacers,New York Knicks,110,99,Indiana Pacers
439,9,16-12-2018 17:00,Capital One Arena,Washington Wizards,Los Angeles Lakers,128,110,Washington Wizards
440,9,16-12-2018 18:00,American Airlines Center,Dallas Mavericks,Sacramento Kings,113,120,Sacramento Kings
441,9,16-12-2018 18:00,Smoothie King Center,New Orleans Pelicans,Miami Heat,96,102,Miami Heat
442,9,16-12-2018 19:00,Pepsi Center,Denver Nuggets,Toronto Raptors,95,86,Denver Nuggets
443,9,17-12-2018 18:00,Little Caesars Arena,Detroit Pistons,Milwaukee Bucks,104,107,Milwaukee Bucks
444,9,17-12-2018 18:30,Madison Square Garden,New York Knicks,Phoenix Suns,110,128,Phoenix Suns
445,9,17-12-2018 19:00,Toyota Center,Houston Rockets,Utah Jazz,102,97,Houston Rockets
446,9,17-12-2018 19:00,Target Center,Minnesota Timberwolves,Sacramento Kings,132,105,Minnesota Timberwolves
447,9,17-12-2018 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Chicago Bulls,121,96,Oklahoma City Thunder
448,9,17-12-2018 19:30,AT+ACY-T Center,San Antonio Spurs,Philadelphia 76ers,123,96,San Antonio Spurs
449,9,17-12-2018 21:30,ORACLE Arena,Golden State Warriors,Memphis Grizzlies,110,93,Golden State Warriors
450,9,17-12-2018 21:30,Staples Center,LA Clippers,Portland Trail Blazers,127,131,Portland Trail Blazers
451,9,18-12-2018 18:00,Bankers Life Fieldhouse,Indiana Pacers,Cleveland Cavaliers,91,92,Cleveland Cavaliers
452,9,18-12-2018 18:30,State Farm Arena,Atlanta Hawks,Washington Wizards,118,110,Atlanta Hawks
453,9,18-12-2018 18:30,Barclays Center,Brooklyn Nets,Los Angeles Lakers,115,110,Brooklyn Nets
454,9,18-12-2018 20:00,Pepsi Center,Denver Nuggets,Dallas Mavericks,126,118,Denver Nuggets
455,9,19-12-2018 18:00,Spectrum Center,Charlotte Hornets,Cleveland Cavaliers,110,99,Charlotte Hornets
456,9,19-12-2018 18:00,Amway Center,Orlando Magic,San Antonio Spurs,90,129,San Antonio Spurs
457,9,19-12-2018 18:00,Wells Fargo Center,Philadelphia 76ers,New York Knicks,131,109,Philadelphia 76ers
458,9,19-12-2018 18:30,TD Garden,Boston Celtics,Phoenix Suns,103,111,Phoenix Suns
459,9,19-12-2018 18:30,Scotiabank Arena,Toronto Raptors,Indiana Pacers,99,96,Toronto Raptors
460,9,19-12-2018 19:00,United Center,Chicago Bulls,Brooklyn Nets,93,96,Brooklyn Nets
461,9,19-12-2018 19:00,Toyota Center,Houston Rockets,Washington Wizards,136,118,Houston Rockets
462,9,19-12-2018 19:00,Fiserv Forum,Milwaukee Bucks,New Orleans Pelicans,123,115,Milwaukee Bucks
463,9,19-12-2018 19:00,Target Center,Minnesota Timberwolves,Detroit Pistons,123,129,Detroit Pistons
464,9,19-12-2018 20:00,Vivint Smart Home Arena,Utah Jazz,Golden State Warriors,108,103,Utah Jazz
465,9,19-12-2018 21:00,Moda Center,Portland Trail Blazers,Memphis Grizzlies,99,92,Portland Trail Blazers
466,9,19-12-2018 21:00,Golden 1 Center,Sacramento Kings,Oklahoma City Thunder,113,132,Oklahoma City Thunder
467,10,20-12-2018 19:00,AmericanAirlines Arena,Miami Heat,Houston Rockets,101,99,Miami Heat
468,10,20-12-2018 21:30,Staples Center,LA Clippers,Dallas Mavericks,125,121,LA Clippers
469,10,21-12-2018 18:00,Spectrum Center,Charlotte Hornets,Detroit Pistons,98,86,Charlotte Hornets
470,10,21-12-2018 18:00,Scotiabank Arena,Toronto Raptors,Cleveland Cavaliers,126,110,Toronto Raptors
471,10,21-12-2018 18:30,Barclays Center,Brooklyn Nets,Indiana Pacers,106,114,Indiana Pacers
472,10,21-12-2018 18:30,Madison Square Garden,New York Knicks,Atlanta Hawks,107,114,Atlanta Hawks
473,10,21-12-2018 19:00,TD Garden,Boston Celtics,Milwaukee Bucks,107,120,Milwaukee Bucks
474,10,21-12-2018 19:00,United Center,Chicago Bulls,Orlando Magic,90,80,Chicago Bulls
475,10,21-12-2018 19:30,AT+ACY-T Center,San Antonio Spurs,Minnesota Timberwolves,124,98,San Antonio Spurs
476,10,21-12-2018 21:00,Moda Center,Portland Trail Blazers,Utah Jazz,90,120,Utah Jazz
477,10,21-12-2018 21:00,Golden 1 Center,Sacramento Kings,Memphis Grizzlies,102,99,Sacramento Kings
478,10,21-12-2018 21:30,Staples Center,Los Angeles Lakers,New Orleans Pelicans,112,104,Los Angeles Lakers
479,10,22-12-2018 16:00,Staples Center,LA Clippers,Denver Nuggets,132,111,LA Clippers
480,10,22-12-2018 18:00,Capital One Arena,Washington Wizards,Phoenix Suns,149,146,Washington Wizards
481,10,22-12-2018 18:30,Wells Fargo Center,Philadelphia 76ers,Toronto Raptors,126,101,Philadelphia 76ers
482,10,22-12-2018 19:00,AmericanAirlines Arena,Miami Heat,Milwaukee Bucks,94,87,Miami Heat
483,10,22-12-2018 19:00,Toyota Center,Houston Rockets,San Antonio Spurs,108,101,Houston Rockets
484,10,22-12-2018 19:30,ORACLE Arena,Golden State Warriors,Dallas Mavericks,120,116,Golden State Warriors
485,10,22-12-2018 20:00,Vivint Smart Home Arena,Utah Jazz,Oklahoma City Thunder,106,107,Oklahoma City Thunder
486,10,23-12-2018 15:00,Little Caesars Arena,Detroit Pistons,Atlanta Hawks,95,98,Atlanta Hawks
487,10,23-12-2018 16:00,Bankers Life Fieldhouse,Indiana Pacers,Washington Wizards,105,89,Indiana Pacers
488,10,23-12-2018 17:00,TD Garden,Boston Celtics,Charlotte Hornets,119,103,Boston Celtics
489,10,23-12-2018 17:00,Barclays Center,Brooklyn Nets,Phoenix Suns,111,103,Brooklyn Nets
490,10,23-12-2018 17:00,Quicken Loans Arena,Cleveland Cavaliers,Chicago Bulls,92,112,Chicago Bulls
491,10,23-12-2018 17:00,Amway Center,Orlando Magic,Miami Heat,91,115,Miami Heat
492,10,23-12-2018 17:00,Golden 1 Center,Sacramento Kings,New Orleans Pelicans,122,117,Sacramento Kings
493,10,23-12-2018 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Minnesota Timberwolves,112,114,Minnesota Timberwolves
494,10,23-12-2018 19:30,ORACLE Arena,Golden State Warriors,LA Clippers,129,127,Golden State Warriors
495,10,23-12-2018 20:00,Moda Center,Portland Trail Blazers,Dallas Mavericks,121,118,Portland Trail Blazers
