Match Number,Round Number,Date,Location,Home Team,Away Team,Home Score,Away Score,Result
527,10,28-02-2021 19:00,STAPLES Center,Los Angeles Lakers,Golden State Warriors,117,91,Los Angeles Lakers
526,10,28-02-2021 20:00,Target Center,Minnesota Timberwolves,Phoenix Suns,99,118,Phoenix Suns
528,10,28-02-2021 21:00,Golden 1 Center,Sacramento Kings,Charlotte Hornets,126,127,Charlotte Hornets
529,10,01-03-2021 18:00,Amway Center,Orlando Magic,Dallas Mavericks,124,130,Dallas Mavericks
530,10,01-03-2021 18:00,Wells Fargo Center,Philadelphia 76ers,Indiana Pacers,130,114,Philadelphia 76ers
531,10,01-03-2021 19:00,United Center,Chicago Bulls,Denver Nuggets,112,118,Denver Nuggets
533,10,01-03-2021 19:00,Smoothie King Center,New Orleans Pelicans,Utah Jazz,129,124,New Orleans Pelicans
534,10,01-03-2021 19:30,AT&T Center,San Antonio Spurs,Brooklyn Nets,113,124,Brooklyn Nets
532,10,01-03-2021 20:00,Toyota Center,Houston Rockets,Cleveland Cavaliers,90,101,Cleveland Cavaliers
535,10,01-03-2021 21:30,Moda Center,Portland Trail Blazers,Charlotte Hornets,123,111,Portland Trail Blazers
536,11,02-03-2021 18:00,Capital One Arena,Washington Wizards,Memphis Grizzlies,111,125,Memphis Grizzlies
537,11,02-03-2021 18:30,TD Garden,Boston Celtics,LA Clippers,117,112,Boston Celtics
538,11,02-03-2021 18:30,AmericanAirlines Arena,Miami Heat,Atlanta Hawks,80,94,Atlanta Hawks
541,11,02-03-2021 19:30,AT&T Center,San Antonio Spurs,New York Knicks,119,93,San Antonio Spurs
540,11,02-03-2021 20:00,Fiserv Forum,Milwaukee Bucks,Denver Nuggets,97,128,Denver Nuggets
542,11,02-03-2021 21:00,STAPLES Center,Los Angeles Lakers,Phoenix Suns,104,114,Phoenix Suns
539,11,03-03-2021 18:00,Amalie Arena,Toronto Raptors,Detroit Pistons,105,129,Detroit Pistons
543,11,03-03-2021 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Indiana Pacers,111,114,Indiana Pacers
545,11,03-03-2021 18:00,Wells Fargo Center,Philadelphia 76ers,Utah Jazz,131,123,Philadelphia 76ers
546,11,03-03-2021 18:30,Toyota Center,Houston Rockets,Brooklyn Nets,114,132,Brooklyn Nets
544,11,03-03-2021 19:00,Amway Center,Orlando Magic,Atlanta Hawks,112,115,Atlanta Hawks
547,11,03-03-2021 19:00,Target Center,Minnesota Timberwolves,Charlotte Hornets,102,135,Charlotte Hornets
548,11,03-03-2021 19:00,Smoothie King Center,New Orleans Pelicans,Chicago Bulls,124,128,Chicago Bulls
549,11,03-03-2021 19:30,American Airlines Center,Dallas Mavericks,Oklahoma City Thunder,87,78,Dallas Mavericks
550,11,03-03-2021 21:00,Moda Center,Portland Trail Blazers,Golden State Warriors,108,106,Portland Trail Blazers
551,11,03-03-2021 21:00,Golden 1 Center,Sacramento Kings,Los Angeles Lakers,123,120,Sacramento Kings
552,11,04-03-2021 18:00,TD Garden,Boston Celtics,Toronto Raptors,132,125,Boston Celtics
554,11,04-03-2021 18:00,Capital One Arena,Washington Wizards,LA Clippers,119,117,Washington Wizards
565,11,04-03-2021 18:30,Madison Square Garden,New York Knicks,Detroit Pistons,114,104,New York Knicks
553,11,04-03-2021 19:00,Bankers Life Fieldhouse,Indiana Pacers,Denver Nuggets,103,113,Denver Nuggets
555,11,04-03-2021 19:00,FedExForum,Memphis Grizzlies,Milwaukee Bucks,111,112,Milwaukee Bucks
557,11,04-03-2021 19:30,Smoothie King Center,New Orleans Pelicans,Miami Heat,93,103,Miami Heat
556,11,04-03-2021 20:00,AT&T Center,San Antonio Spurs,Oklahoma City Thunder,102,107,Oklahoma City Thunder
185,11,04-03-2021 21:00,Phoenix Suns Arena,Phoenix Suns,Golden State Warriors,120,98,Phoenix Suns
558,11,04-03-2021 21:00,Moda Center,Portland Trail Blazers,Sacramento Kings,123,119,Portland Trail Blazers
566,12,10-03-2021 19:00,FedExForum,Memphis Grizzlies,Washington Wizards,127,112,Memphis Grizzlies
567,12,10-03-2021 19:30,American Airlines Center,Dallas Mavericks,San Antonio Spurs,115,104,Dallas Mavericks
568,12,11-03-2021 18:00,Spectrum Center,Charlotte Hornets,Detroit Pistons,105,102,Charlotte Hornets
569,12,11-03-2021 18:30,Barclays Center,Brooklyn Nets,Boston Celtics,121,109,Brooklyn Nets
570,12,11-03-2021 18:30,Amalie Arena,Toronto Raptors,Atlanta Hawks,120,121,Atlanta Hawks
571,12,11-03-2021 19:00,AmericanAirlines Arena,Miami Heat,Orlando Magic,111,103,Miami Heat
572,12,11-03-2021 19:00,United Center,Chicago Bulls,Philadelphia 76ers,105,127,Philadelphia 76ers
573,12,11-03-2021 19:00,Fiserv Forum,Milwaukee Bucks,New York Knicks,134,101,Milwaukee Bucks
574,12,11-03-2021 19:00,Smoothie King Center,New Orleans Pelicans,Minnesota Timberwolves,105,135,Minnesota Timberwolves
575,12,11-03-2021 20:00,Chesapeake Energy Arena,Oklahoma City Thunder,Dallas Mavericks,116,108,Oklahoma City Thunder
576,12,11-03-2021 21:00,STAPLES Center,LA Clippers,Golden State Warriors,130,104,LA Clippers
577,12,11-03-2021 21:00,Moda Center,Portland Trail Blazers,Phoenix Suns,121,127,Phoenix Suns
578,12,11-03-2021 21:00,Golden 1 Center,Sacramento Kings,Houston Rockets,125,105,Sacramento Kings
579,12,12-03-2021 19:00,Capital One Arena,Washington Wizards,Philadelphia 76ers,101,127,Philadelphia 76ers
580,12,12-03-2021 19:00,FedExForum,Memphis Grizzlies,Denver Nuggets,102,103,Denver Nuggets
581,12,12-03-2021 19:00,Smoothie King Center,New Orleans Pelicans,Cleveland Cavaliers,116,82,New Orleans Pelicans
582,12,12-03-2021 20:00,United Center,Chicago Bulls,Miami Heat,90,101,Miami Heat
583,12,12-03-2021 20:00,AT&T Center,San Antonio Spurs,Orlando Magic,104,77,San Antonio Spurs
584,12,12-03-2021 21:00,Vivint Arena,Utah Jazz,Houston Rockets,114,99,Utah Jazz
585,12,12-03-2021 21:30,STAPLES Center,Los Angeles Lakers,Indiana Pacers,105,100,Los Angeles Lakers
586,12,13-03-2021 13:00,Chesapeake Energy Arena,Oklahoma City Thunder,New York Knicks,97,119,New York Knicks
587,12,13-03-2021 18:00,Barclays Center,Brooklyn Nets,Detroit Pistons,100,95,Brooklyn Nets
588,12,13-03-2021 18:00,Spectrum Center,Charlotte Hornets,Toronto Raptors,114,104,Charlotte Hornets
589,12,13-03-2021 18:00,Capital One Arena,Washington Wizards,Milwaukee Bucks,119,125,Milwaukee Bucks
590,12,13-03-2021 18:30,State Farm Arena,Atlanta Hawks,Sacramento Kings,121,106,Atlanta Hawks
591,12,13-03-2021 19:00,Target Center,Minnesota Timberwolves,Portland Trail Blazers,121,125,Portland Trail Blazers
194,12,13-03-2021 21:00,Phoenix Suns Arena,Phoenix Suns,Indiana Pacers,111,122,Indiana Pacers
593,12,13-03-2021 21:00,Ball Arena,Denver Nuggets,Dallas Mavericks,103,116,Dallas Mavericks
594,12,14-03-2021 13:00,Chesapeake Energy Arena,Oklahoma City Thunder,Memphis Grizzlies,128,122,Oklahoma City Thunder
595,12,14-03-2021 15:00,Chase Center,Golden State Warriors,Utah Jazz,131,119,Golden State Warriors
596,12,14-03-2021 17:30,Wells Fargo Center,Philadelphia 76ers,San Antonio Spurs,134,99,Philadelphia 76ers
597,12,14-03-2021 18:00,Amway Center,Orlando Magic,Miami Heat,97,102,Miami Heat
598,12,14-03-2021 18:30,State Farm Arena,Atlanta Hawks,Cleveland Cavaliers,100,82,Atlanta Hawks
599,12,14-03-2021 19:00,Toyota Center,Houston Rockets,Boston Celtics,107,134,Boston Celtics
600,12,14-03-2021 19:00,Target Center,Minnesota Timberwolves,Portland Trail Blazers,114,112,Minnesota Timberwolves
601,12,14-03-2021 20:00,United Center,Chicago Bulls,Toronto Raptors,118,95,Chicago Bulls
602,12,14-03-2021 20:00,Smoothie King Center,New Orleans Pelicans,LA Clippers,135,115,New Orleans Pelicans
603,12,15-03-2021 18:00,Spectrum Center,Charlotte Hornets,Sacramento Kings,122,116,Charlotte Hornets
604,12,15-03-2021 18:00,Capital One Arena,Washington Wizards,Milwaukee Bucks,122,133,Milwaukee Bucks
428,12,15-03-2021 19:00,Little Caesars Arena,Detroit Pistons,San Antonio Spurs,99,109,San Antonio Spurs
606,12,15-03-2021 19:00,Barclays Center,Brooklyn Nets,New York Knicks,117,112,Brooklyn Nets
607,12,15-03-2021 20:00,American Airlines Center,Dallas Mavericks,LA Clippers,99,109,LA Clippers
608,12,15-03-2021 21:00,Ball Arena,Denver Nuggets,Indiana Pacers,121,106,Denver Nuggets
609,12,15-03-2021 21:00,Phoenix Suns Arena,Phoenix Suns,Memphis Grizzlies,122,99,Phoenix Suns
610,12,15-03-2021 21:30,Chase Center,Golden State Warriors,Los Angeles Lakers,97,128,Los Angeles Lakers
611,12,16-03-2021 18:30,TD Garden,Boston Celtics,Utah Jazz,109,117,Utah Jazz
612,12,16-03-2021 19:00,AmericanAirlines Arena,Miami Heat,Cleveland Cavaliers,113,98,Miami Heat
613,12,16-03-2021 19:00,Wells Fargo Center,Philadelphia 76ers,New York Knicks,99,96,Philadelphia 76ers
614,12,16-03-2021 19:00,United Center,Chicago Bulls,Oklahoma City Thunder,123,102,Chicago Bulls
615,12,16-03-2021 19:00,Toyota Center,Houston Rockets,Atlanta Hawks,107,119,Atlanta Hawks
616,12,16-03-2021 21:00,Moda Center,Portland Trail Blazers,New Orleans Pelicans,125,124,Portland Trail Blazers
617,12,16-03-2021 21:30,STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,137,121,Los Angeles Lakers
618,13,17-03-2021 18:00,Little Caesars Arena,Detroit Pistons,Toronto Raptors,116,112,Detroit Pistons
619,13,17-03-2021 18:00,Bankers Life Fieldhouse,Indiana Pacers,Brooklyn Nets,115,124,Brooklyn Nets
620,13,17-03-2021 18:00,Wells Fargo Center,Philadelphia 76ers,Milwaukee Bucks,105,109,Milwaukee Bucks
621,13,17-03-2021 18:00,Capital One Arena,Washington Wizards,Sacramento Kings,119,121,Sacramento Kings
622,13,17-03-2021 19:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Boston Celtics,117,110,Cleveland Cavaliers
623,13,17-03-2021 19:00,United Center,Chicago Bulls,San Antonio Spurs,99,106,San Antonio Spurs
624,13,17-03-2021 19:00,Toyota Center,Houston Rockets,Golden State Warriors,94,108,Golden State Warriors
625,13,17-03-2021 20:00,FedExForum,Memphis Grizzlies,Miami Heat,89,85,Memphis Grizzlies
626,13,17-03-2021 20:00,Ball Arena,Denver Nuggets,Charlotte Hornets,129,104,Denver Nuggets
627,13,17-03-2021 20:30,American Airlines Center,Dallas Mavericks,LA Clippers,105,89,Dallas Mavericks
166,13,18-03-2021 18:00,Capital One Arena,Washington Wizards,Utah Jazz,131,122,Washington Wizards
629,13,18-03-2021 18:30,State Farm Arena,Atlanta Hawks,Oklahoma City Thunder,116,93,Atlanta Hawks
630,13,18-03-2021 18:30,Madison Square Garden,New York Knicks,Orlando Magic,94,93,New York Knicks
631,13,18-03-2021 21:00,Phoenix Suns Arena,Phoenix Suns,Minnesota Timberwolves,119,123,Minnesota Timberwolves
632,13,18-03-2021 21:00,Moda Center,Portland Trail Blazers,New Orleans Pelicans,101,93,Portland Trail Blazers
633,13,18-03-2021 21:30,STAPLES Center,Los Angeles Lakers,Charlotte Hornets,116,105,Los Angeles Lakers
435,13,19-03-2021 18:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,San Antonio Spurs,110,116,San Antonio Spurs
635,13,19-03-2021 18:30,TD Garden,Boston Celtics,Sacramento Kings,96,107,Sacramento Kings
636,13,19-03-2021 19:00,AmericanAirlines Arena,Miami Heat,Indiana Pacers,110,137,Indiana Pacers
637,13,19-03-2021 19:00,Amway Center,Orlando Magic,Brooklyn Nets,121,113,Orlando Magic
638,13,19-03-2021 19:00,Amalie Arena,Toronto Raptors,Utah Jazz,112,115,Utah Jazz
639,13,19-03-2021 19:00,Toyota Center,Houston Rockets,Detroit Pistons,100,113,Detroit Pistons
640,13,19-03-2021 19:00,FedExForum,Memphis Grizzlies,Golden State Warriors,103,116,Golden State Warriors
641,13,19-03-2021 20:00,Ball Arena,Denver Nuggets,Chicago Bulls,131,127,Denver Nuggets
642,13,19-03-2021 21:00,Phoenix Suns Arena,Phoenix Suns,Minnesota Timberwolves,113,101,Phoenix Suns
643,13,19-03-2021 21:00,Moda Center,Portland Trail Blazers,Dallas Mavericks,125,119,Portland Trail Blazers
644,13,20-03-2021 14:30,STAPLES Center,Los Angeles Lakers,Atlanta Hawks,94,99,Atlanta Hawks
645,13,20-03-2021 19:00,Wells Fargo Center,Philadelphia 76ers,Sacramento Kings,129,105,Philadelphia 76ers
646,13,20-03-2021 19:00,FedExForum,Memphis Grizzlies,Golden State Warriors,111,103,Memphis Grizzlies
647,13,20-03-2021 20:00,Fiserv Forum,Milwaukee Bucks,San Antonio Spurs,120,113,Milwaukee Bucks
648,13,20-03-2021 21:00,STAPLES Center,LA Clippers,Charlotte Hornets,125,98,LA Clippers
649,13,21-03-2021 12:00,AmericanAirlines Arena,Miami Heat,Indiana Pacers,106,109,Indiana Pacers
10,13,21-03-2021 13:00,Toyota Center,Houston Rockets,Oklahoma City Thunder,112,114,Oklahoma City Thunder
651,13,21-03-2021 14:00,Ball Arena,Denver Nuggets,New Orleans Pelicans,108,113,New Orleans Pelicans
167,13,21-03-2021 14:30,TD Garden,Boston Celtics,Orlando Magic,112,96,Boston Celtics
653,13,21-03-2021 18:00,Barclays Center,Brooklyn Nets,Washington Wizards,113,106,Brooklyn Nets
654,13,21-03-2021 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Toronto Raptors,116,105,Cleveland Cavaliers
655,13,21-03-2021 18:00,Little Caesars Arena,Detroit Pistons,Chicago Bulls,86,100,Chicago Bulls
656,13,21-03-2021 19:00,Madison Square Garden,New York Knicks,Philadelphia 76ers,100,101,Philadelphia 76ers
657,13,21-03-2021 21:00,Phoenix Suns Arena,Phoenix Suns,Los Angeles Lakers,111,94,Phoenix Suns
658,13,21-03-2021 21:00,Moda Center,Portland Trail Blazers,Dallas Mavericks,92,132,Dallas Mavericks
659,13,22-03-2021 18:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Sacramento Kings,105,119,Sacramento Kings
660,13,22-03-2021 19:00,Target Center,Minnesota Timberwolves,Oklahoma City Thunder,103,112,Oklahoma City Thunder
661,13,22-03-2021 19:30,AT&T Center,San Antonio Spurs,Charlotte Hornets,97,100,Charlotte Hornets
662,13,22-03-2021 20:00,United Center,Chicago Bulls,Utah Jazz,95,120,Utah Jazz
663,13,22-03-2021 20:00,Toyota Center,Houston Rockets,Toronto Raptors,117,99,Houston Rockets
664,13,22-03-2021 20:00,FedExForum,Memphis Grizzlies,Boston Celtics,132,126,Memphis Grizzlies
665,13,22-03-2021 20:00,Fiserv Forum,Milwaukee Bucks,Indiana Pacers,140,113,Milwaukee Bucks
666,13,22-03-2021 21:00,STAPLES Center,LA Clippers,Atlanta Hawks,119,110,LA Clippers
667,13,23-03-2021 18:00,Amway Center,Orlando Magic,Denver Nuggets,99,110,Denver Nuggets
668,13,23-03-2021 18:30,Madison Square Garden,New York Knicks,Washington Wizards,131,113,New York Knicks
669,13,23-03-2021 18:30,Smoothie King Center,New Orleans Pelicans,Los Angeles Lakers,128,111,New Orleans Pelicans
670,13,23-03-2021 19:00,AmericanAirlines Arena,Miami Heat,Phoenix Suns,100,110,Phoenix Suns
671,13,23-03-2021 21:00,Chase Center,Golden State Warriors,Philadelphia 76ers,98,108,Philadelphia 76ers
672,13,23-03-2021 21:00,Moda Center,Portland Trail Blazers,Brooklyn Nets,112,116,Brooklyn Nets
673,14,24-03-2021 18:00,Bankers Life Fieldhouse,Indiana Pacers,Detroit Pistons,116,111,Indiana Pacers
674,14,24-03-2021 18:30,Amalie Arena,Toronto Raptors,Denver Nuggets,135,111,Toronto Raptors
675,14,24-03-2021 18:30,Fiserv Forum,Milwaukee Bucks,Boston Celtics,121,119,Milwaukee Bucks
676,14,24-03-2021 19:00,Amway Center,Orlando Magic,Phoenix Suns,112,111,Orlando Magic
677,14,24-03-2021 19:00,United Center,Chicago Bulls,Cleveland Cavaliers,94,103,Cleveland Cavaliers
678,14,24-03-2021 19:00,Toyota Center,Houston Rockets,Charlotte Hornets,97,122,Charlotte Hornets
679,14,24-03-2021 19:00,Target Center,Minnesota Timberwolves,Dallas Mavericks,108,128,Dallas Mavericks
680,14,24-03-2021 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Memphis Grizzlies,107,116,Memphis Grizzlies
681,14,24-03-2021 19:30,AT&T Center,San Antonio Spurs,LA Clippers,101,134,LA Clippers
682,14,24-03-2021 21:00,Vivint Arena,Utah Jazz,Brooklyn Nets,118,88,Utah Jazz
683,14,24-03-2021 21:00,Golden 1 Center,Sacramento Kings,Atlanta Hawks,110,108,Sacramento Kings
684,14,25-03-2021 18:30,AmericanAirlines Arena,Miami Heat,Portland Trail Blazers,122,125,Portland Trail Blazers
685,14,25-03-2021 18:30,Madison Square Garden,New York Knicks,Washington Wizards,106,102,New York Knicks
686,14,25-03-2021 19:30,AT&T Center,San Antonio Spurs,LA Clippers,85,98,LA Clippers
687,14,25-03-2021 21:00,STAPLES Center,Los Angeles Lakers,Philadelphia 76ers,101,109,Philadelphia 76ers
688,14,25-03-2021 21:00,Golden 1 Center,Sacramento Kings,Golden State Warriors,141,119,Sacramento Kings
689,14,26-03-2021 18:00,Little Caesars Arena,Detroit Pistons,Brooklyn Nets,111,113,Brooklyn Nets
690,14,26-03-2021 18:30,Amalie Arena,Toronto Raptors,Phoenix Suns,100,104,Phoenix Suns
691,14,26-03-2021 18:30,Fiserv Forum,Milwaukee Bucks,Boston Celtics,114,122,Boston Celtics
692,14,26-03-2021 19:00,Spectrum Center,Charlotte Hornets,Miami Heat,110,105,Charlotte Hornets
693,14,26-03-2021 19:00,Amway Center,Orlando Magic,Portland Trail Blazers,105,112,Portland Trail Blazers
694,14,26-03-2021 19:00,Target Center,Minnesota Timberwolves,Houston Rockets,107,101,Minnesota Timberwolves
695,14,26-03-2021 19:00,Smoothie King Center,New Orleans Pelicans,Denver Nuggets,108,113,Denver Nuggets
696,14,26-03-2021 19:30,American Airlines Center,Dallas Mavericks,Indiana Pacers,94,109,Indiana Pacers
697,14,26-03-2021 20:00,Vivint Arena,Utah Jazz,Memphis Grizzlies,117,114,Utah Jazz
698,14,26-03-2021 21:00,Chase Center,Golden State Warriors,Atlanta Hawks,108,124,Atlanta Hawks
699,14,26-03-2021 21:30,STAPLES Center,Los Angeles Lakers,Cleveland Cavaliers,100,86,Los Angeles Lakers
700,14,27-03-2021 19:00,Capital One Arena,Washington Wizards,Detroit Pistons,106,92,Washington Wizards
701,14,27-03-2021 19:00,Fiserv Forum,Milwaukee Bucks,New York Knicks,96,102,New York Knicks
702,14,27-03-2021 19:00,Target Center,Minnesota Timberwolves,Houston Rockets,107,129,Houston Rockets
703,14,27-03-2021 19:30,AT&T Center,San Antonio Spurs,Chicago Bulls,120,104,San Antonio Spurs
704,14,27-03-2021 20:00,Smoothie King Center,New Orleans Pelicans,Dallas Mavericks,112,103,New Orleans Pelicans
705,14,27-03-2021 20:00,Chesapeake Energy Arena,Oklahoma City Thunder,Boston Celtics,94,111,Boston Celtics
706,14,27-03-2021 20:00,Vivint Arena,Utah Jazz,Memphis Grizzlies,126,110,Utah Jazz
707,14,27-03-2021 21:00,STAPLES Center,LA Clippers,Philadelphia 76ers,122,112,LA Clippers
708,14,27-03-2021 21:00,Golden 1 Center,Sacramento Kings,Cleveland Cavaliers,100,98,Sacramento Kings
709,14,28-03-2021 12:00,Spectrum Center,Charlotte Hornets,Phoenix Suns,97,101,Phoenix Suns
710,14,28-03-2021 18:00,Amalie Arena,Toronto Raptors,Portland Trail Blazers,117,122,Portland Trail Blazers
711,14,28-03-2021 20:00,Ball Arena,Denver Nuggets,Atlanta Hawks,126,102,Denver Nuggets
712,14,28-03-2021 21:00,STAPLES Center,Los Angeles Lakers,Orlando Magic,96,93,Los Angeles Lakers
713,14,29-03-2021 18:00,Capital One Arena,Washington Wizards,Indiana Pacers,132,124,Washington Wizards
714,14,29-03-2021 18:30,TD Garden,Boston Celtics,New Orleans Pelicans,109,115,New Orleans Pelicans
715,14,29-03-2021 18:30,Barclays Center,Brooklyn Nets,Minnesota Timberwolves,112,107,Brooklyn Nets
716,14,29-03-2021 18:30,Madison Square Garden,New York Knicks,Miami Heat,88,98,Miami Heat
717,14,29-03-2021 19:00,Little Caesars Arena,Detroit Pistons,Toronto Raptors,118,104,Detroit Pistons
718,14,29-03-2021 19:00,Toyota Center,Houston Rockets,Memphis Grizzlies,110,120,Memphis Grizzlies
719,14,29-03-2021 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Dallas Mavericks,106,127,Dallas Mavericks
720,14,29-03-2021 19:30,AT&T Center,San Antonio Spurs,Sacramento Kings,115,132,Sacramento Kings
721,14,29-03-2021 20:00,Vivint Arena,Utah Jazz,Cleveland Cavaliers,114,75,Utah Jazz
722,14,29-03-2021 21:00,Chase Center,Golden State Warriors,Chicago Bulls,116,102,Golden State Warriors
723,14,29-03-2021 21:00,STAPLES Center,LA Clippers,Milwaukee Bucks,129,105,LA Clippers
724,14,30-03-2021 18:00,Capital One Arena,Washington Wizards,Charlotte Hornets,104,114,Charlotte Hornets
725,14,30-03-2021 20:00,Ball Arena,Denver Nuggets,Philadelphia 76ers,104,95,Denver Nuggets
171,14,30-03-2021 21:00,Phoenix Suns Arena,Phoenix Suns,Atlanta Hawks,117,110,Phoenix Suns
727,14,30-03-2021 21:00,STAPLES Center,LA Clippers,Orlando Magic,96,103,Orlando Magic
728,15,31-03-2021 18:00,Little Caesars Arena,Detroit Pistons,Portland Trail Blazers,101,124,Portland Trail Blazers
729,15,31-03-2021 18:00,Bankers Life Fieldhouse,Indiana Pacers,Miami Heat,87,92,Miami Heat
730,15,31-03-2021 18:30,TD Garden,Boston Celtics,Dallas Mavericks,108,113,Dallas Mavericks
731,15,31-03-2021 18:30,Barclays Center,Brooklyn Nets,Houston Rockets,120,108,Brooklyn Nets
732,15,31-03-2021 19:00,FedExForum,Memphis Grizzlies,Utah Jazz,107,111,Utah Jazz
733,15,31-03-2021 19:00,Target Center,Minnesota Timberwolves,New York Knicks,102,101,Minnesota Timberwolves
734,15,31-03-2021 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Toronto Raptors,113,103,Oklahoma City Thunder
735,15,31-03-2021 19:30,AT&T Center,San Antonio Spurs,Sacramento Kings,120,106,San Antonio Spurs
736,15,31-03-2021 21:00,STAPLES Center,Los Angeles Lakers,Milwaukee Bucks,97,112,Milwaukee Bucks
737,15,31-03-2021 21:00,Phoenix Suns Arena,Phoenix Suns,Chicago Bulls,121,116,Phoenix Suns
179,15,01-04-2021 18:00,Little Caesars Arena,Detroit Pistons,Washington Wizards,120,91,Detroit Pistons
739,15,01-04-2021 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Philadelphia 76ers,94,114,Philadelphia 76ers
740,15,01-04-2021 18:30,Barclays Center,Brooklyn Nets,Charlotte Hornets,111,89,Brooklyn Nets
741,15,01-04-2021 19:00,AmericanAirlines Arena,Miami Heat,Golden State Warriors,116,109,Miami Heat
742,15,01-04-2021 19:00,Smoothie King Center,New Orleans Pelicans,Orlando Magic,110,115,Orlando Magic
743,15,01-04-2021 19:30,AT&T Center,San Antonio Spurs,Atlanta Hawks,129,134,Atlanta Hawks
744,15,01-04-2021 21:00,STAPLES Center,LA Clippers,Denver Nuggets,94,101,Denver Nuggets
745,15,02-04-2021 18:00,Amalie Arena,Toronto Raptors,Golden State Warriors,130,77,Toronto Raptors
746,15,02-04-2021 18:30,TD Garden,Boston Celtics,Houston Rockets,118,102,Boston Celtics
747,15,02-04-2021 18:30,Madison Square Garden,New York Knicks,Dallas Mavericks,86,99,Dallas Mavericks
748,15,02-04-2021 19:00,Bankers Life Fieldhouse,Indiana Pacers,Charlotte Hornets,97,114,Charlotte Hornets
749,15,02-04-2021 19:00,FedExForum,Memphis Grizzlies,Minnesota Timberwolves,120,108,Memphis Grizzlies
750,15,02-04-2021 20:00,Smoothie King Center,New Orleans Pelicans,Atlanta Hawks,103,126,Atlanta Hawks
751,15,02-04-2021 20:00,Vivint Arena,Utah Jazz,Chicago Bulls,113,106,Utah Jazz
752,15,02-04-2021 21:00,Phoenix Suns Arena,Phoenix Suns,Oklahoma City Thunder,140,103,Phoenix Suns
753,15,02-04-2021 21:00,Moda Center,Portland Trail Blazers,Milwaukee Bucks,109,127,Milwaukee Bucks
754,15,02-04-2021 21:00,Golden 1 Center,Sacramento Kings,Los Angeles Lakers,94,115,Los Angeles Lakers
755,15,03-04-2021 18:00,Capital One Arena,Washington Wizards,Dallas Mavericks,87,109,Dallas Mavericks
756,15,03-04-2021 19:00,Little Caesars Arena,Detroit Pistons,New York Knicks,81,125,New York Knicks
757,15,03-04-2021 19:00,AmericanAirlines Arena,Miami Heat,Cleveland Cavaliers,115,101,Miami Heat
758,15,03-04-2021 19:00,Wells Fargo Center,Philadelphia 76ers,Minnesota Timberwolves,122,113,Philadelphia 76ers
759,15,03-04-2021 20:00,AT&T Center,San Antonio Spurs,Indiana Pacers,133,139,Indiana Pacers
760,15,03-04-2021 20:00,Vivint Arena,Utah Jazz,Orlando Magic,137,91,Utah Jazz
761,15,03-04-2021 21:00,Moda Center,Portland Trail Blazers,Oklahoma City Thunder,133,85,Portland Trail Blazers
762,15,03-04-2021 21:00,Golden 1 Center,Sacramento Kings,Milwaukee Bucks,128,129,Milwaukee Bucks
763,15,04-04-2021 13:00,United Center,Chicago Bulls,Brooklyn Nets,115,107,Chicago Bulls
764,15,04-04-2021 14:30,STAPLES Center,LA Clippers,Los Angeles Lakers,104,86,LA Clippers
765,15,04-04-2021 17:00,TD Garden,Boston Celtics,Charlotte Hornets,116,86,Boston Celtics
766,15,04-04-2021 18:00,Wells Fargo Center,Philadelphia 76ers,Memphis Grizzlies,100,116,Memphis Grizzlies
767,15,04-04-2021 18:30,State Farm Arena,Atlanta Hawks,Golden State Warriors,117,111,Atlanta Hawks
768,15,04-04-2021 19:00,Toyota Center,Houston Rockets,New Orleans Pelicans,115,122,New Orleans Pelicans
769,15,04-04-2021 21:00,Ball Arena,Denver Nuggets,Orlando Magic,119,109,Denver Nuggets
770,15,05-04-2021 18:00,Barclays Center,Brooklyn Nets,New York Knicks,114,112,Brooklyn Nets
771,15,05-04-2021 18:00,Amalie Arena,Toronto Raptors,Washington Wizards,103,101,Toronto Raptors
772,15,05-04-2021 18:00,American Airlines Center,Dallas Mavericks,Utah Jazz,111,103,Dallas Mavericks
773,15,05-04-2021 18:00,Target Center,Minnesota Timberwolves,Sacramento Kings,116,106,Minnesota Timberwolves
774,15,05-04-2021 18:00,Chesapeake Energy Arena,Oklahoma City Thunder,Detroit Pistons,108,132,Detroit Pistons
775,15,05-04-2021 18:00,AT&T Center,San Antonio Spurs,Cleveland Cavaliers,101,125,Cleveland Cavaliers
776,15,05-04-2021 19:00,Toyota Center,Houston Rockets,Phoenix Suns,130,133,Phoenix Suns
777,15,06-04-2021 18:00,Bankers Life Fieldhouse,Indiana Pacers,Chicago Bulls,97,113,Chicago Bulls
778,15,06-04-2021 18:30,State Farm Arena,Atlanta Hawks,New Orleans Pelicans,123,107,Atlanta Hawks
779,15,06-04-2021 18:30,TD Garden,Boston Celtics,Philadelphia 76ers,96,106,Philadelphia 76ers
